col1,col2,Cluster
526559.0000000,509417.0000000,cluster_7
603849.0000000,572396.0000000,cluster_9
598634.0000000,619900.0000000,cluster_14
603359.0000000,589262.0000000,cluster_9
657455.0000000,567754.0000000,cluster_12
614279.0000000,599251.0000000,cluster_14
578496.0000000,631434.0000000,cluster_14
645171.0000000,595209.0000000,cluster_12
688015.0000000,533535.0000000,cluster_12
656477.0000000,573007.0000000,cluster_12
540029.0000000,563888.0000000,cluster_9
597418.0000000,538362.0000000,cluster_9
613545.0000000,574733.0000000,cluster_9
628696.0000000,542447.0000000,cluster_7
604157.0000000,574191.0000000,cluster_9
603126.0000000,497987.0000000,cluster_7
605850.0000000,533310.0000000,cluster_7
596179.0000000,529556.0000000,cluster_7
610330.0000000,552628.0000000,cluster_9
598184.0000000,531473.0000000,cluster_7
620438.0000000,511694.0000000,cluster_7
600202.0000000,622079.0000000,cluster_14
603021.0000000,577991.0000000,cluster_9
515612.0000000,540643.0000000,cluster_9
606548.0000000,574376.0000000,cluster_9
593490.0000000,623110.0000000,cluster_14
607084.0000000,595500.0000000,cluster_9
583728.0000000,563146.0000000,cluster_9
616044.0000000,533807.0000000,cluster_7
624452.0000000,584622.0000000,cluster_9
604438.0000000,574666.0000000,cluster_9
625709.0000000,660145.0000000,cluster_14
601376.0000000,579831.0000000,cluster_9
565148.0000000,557305.0000000,cluster_9
639418.0000000,537903.0000000,cluster_7
612799.0000000,537497.0000000,cluster_7
583653.0000000,652182.0000000,cluster_14
599808.0000000,596484.0000000,cluster_9
605250.0000000,573272.0000000,cluster_9
606738.0000000,601356.0000000,cluster_14
611044.0000000,571814.0000000,cluster_9
575440.0000000,568511.0000000,cluster_9
616329.0000000,529516.0000000,cluster_7
605927.0000000,572533.0000000,cluster_9
609286.0000000,586782.0000000,cluster_9
647354.0000000,579190.0000000,cluster_12
606929.0000000,571420.0000000,cluster_9
562920.0000000,559223.0000000,cluster_9
680357.0000000,620811.0000000,cluster_12
707100.0000000,601463.0000000,cluster_12
604294.0000000,574368.0000000,cluster_9
614917.0000000,600946.0000000,cluster_14
611508.0000000,503220.0000000,cluster_7
603789.0000000,574474.0000000,cluster_9
551740.0000000,588768.0000000,cluster_9
546031.0000000,570429.0000000,cluster_9
569197.0000000,559307.0000000,cluster_9
688712.0000000,568754.0000000,cluster_12
604067.0000000,574091.0000000,cluster_9
606809.0000000,572101.0000000,cluster_9
588597.0000000,622592.0000000,cluster_14
613840.0000000,534167.0000000,cluster_7
576263.0000000,547239.0000000,cluster_9
597077.0000000,568196.0000000,cluster_9
601339.0000000,571609.0000000,cluster_9
606011.0000000,569426.0000000,cluster_9
593398.0000000,559764.0000000,cluster_9
593166.0000000,622725.0000000,cluster_14
609796.0000000,532982.0000000,cluster_7
712648.0000000,607541.0000000,cluster_12
585048.0000000,505097.0000000,cluster_7
525967.0000000,565687.0000000,cluster_9
660327.0000000,585901.0000000,cluster_12
607604.0000000,573951.0000000,cluster_9
604001.0000000,573587.0000000,cluster_9
591484.0000000,571087.0000000,cluster_9
613868.0000000,585089.0000000,cluster_9
645464.0000000,660478.0000000,cluster_14
538571.0000000,654649.0000000,cluster_14
555429.0000000,604551.0000000,cluster_14
597620.0000000,586226.0000000,cluster_9
586097.0000000,567445.0000000,cluster_9
545235.0000000,539822.0000000,cluster_9
649088.0000000,575733.0000000,cluster_12
599123.0000000,616977.0000000,cluster_14
563763.0000000,559454.0000000,cluster_9
617717.0000000,613939.0000000,cluster_14
618869.0000000,577243.0000000,cluster_9
567188.0000000,560044.0000000,cluster_9
636628.0000000,533309.0000000,cluster_7
560362.0000000,567914.0000000,cluster_9
595014.0000000,632844.0000000,cluster_14
605876.0000000,550640.0000000,cluster_9
604352.0000000,573425.0000000,cluster_9
600679.0000000,599545.0000000,cluster_14
596891.0000000,579476.0000000,cluster_9
614943.0000000,540976.0000000,cluster_7
604415.0000000,571400.0000000,cluster_9
603698.0000000,573585.0000000,cluster_9
658199.0000000,568743.0000000,cluster_12
598759.0000000,582942.0000000,cluster_9
671269.0000000,590258.0000000,cluster_12
593317.0000000,534085.0000000,cluster_7
657985.0000000,453405.0000000,cluster_3
608557.0000000,590278.0000000,cluster_9
623004.0000000,508050.0000000,cluster_7
601900.0000000,569391.0000000,cluster_9
641031.0000000,593074.0000000,cluster_12
589658.0000000,640498.0000000,cluster_14
567565.0000000,573952.0000000,cluster_9
559078.0000000,570088.0000000,cluster_9
639431.0000000,588155.0000000,cluster_12
566609.0000000,537592.0000000,cluster_9
568570.0000000,579335.0000000,cluster_9
660650.0000000,615038.0000000,cluster_12
667639.0000000,571164.0000000,cluster_12
596796.0000000,529933.0000000,cluster_7
606111.0000000,617846.0000000,cluster_14
616060.0000000,590779.0000000,cluster_9
602873.0000000,527864.0000000,cluster_7
571334.0000000,594145.0000000,cluster_9
602167.0000000,543919.0000000,cluster_9
605100.0000000,573307.0000000,cluster_9
546640.0000000,560043.0000000,cluster_9
585195.0000000,555011.0000000,cluster_9
651740.0000000,589474.0000000,cluster_12
589112.0000000,536573.0000000,cluster_9
582057.0000000,543124.0000000,cluster_9
690968.0000000,555952.0000000,cluster_12
609030.0000000,552436.0000000,cluster_9
632125.0000000,541413.0000000,cluster_7
603445.0000000,630598.0000000,cluster_14
628264.0000000,616214.0000000,cluster_14
577242.0000000,574073.0000000,cluster_9
604090.0000000,574392.0000000,cluster_9
607911.0000000,576556.0000000,cluster_9
600665.0000000,638890.0000000,cluster_14
600117.0000000,539079.0000000,cluster_9
631182.0000000,565466.0000000,cluster_9
695646.0000000,652231.0000000,cluster_12
619445.0000000,567491.0000000,cluster_9
613191.0000000,571942.0000000,cluster_9
567428.0000000,580005.0000000,cluster_9
590583.0000000,623314.0000000,cluster_14
606289.0000000,670243.0000000,cluster_14
585175.0000000,574133.0000000,cluster_9
634967.0000000,579020.0000000,cluster_12
614615.0000000,574437.0000000,cluster_9
593061.0000000,579188.0000000,cluster_9
606933.0000000,576409.0000000,cluster_9
606587.0000000,573873.0000000,cluster_9
594084.0000000,629464.0000000,cluster_14
683697.0000000,581516.0000000,cluster_12
601530.0000000,577183.0000000,cluster_9
603055.0000000,589818.0000000,cluster_9
616561.0000000,619007.0000000,cluster_14
607463.0000000,477085.0000000,cluster_7
611581.0000000,572630.0000000,cluster_9
579712.0000000,568354.0000000,cluster_9
602887.0000000,595245.0000000,cluster_9
600039.0000000,557139.0000000,cluster_9
605913.0000000,579526.0000000,cluster_9
579773.0000000,568698.0000000,cluster_9
606324.0000000,544357.0000000,cluster_9
605958.0000000,573728.0000000,cluster_9
606144.0000000,575076.0000000,cluster_9
667472.0000000,570571.0000000,cluster_12
580048.0000000,565009.0000000,cluster_9
597802.0000000,576113.0000000,cluster_9
610263.0000000,574422.0000000,cluster_9
603855.0000000,575180.0000000,cluster_9
624369.0000000,532153.0000000,cluster_7
599870.0000000,591110.0000000,cluster_9
577167.0000000,617095.0000000,cluster_14
658403.0000000,611332.0000000,cluster_12
563460.0000000,480559.0000000,cluster_7
610980.0000000,522819.0000000,cluster_7
569422.0000000,567790.0000000,cluster_9
627727.0000000,578737.0000000,cluster_9
592804.0000000,584539.0000000,cluster_9
540783.0000000,626497.0000000,cluster_14
591823.0000000,639096.0000000,cluster_14
637323.0000000,549567.0000000,cluster_7
638078.0000000,629421.0000000,cluster_14
611315.0000000,560757.0000000,cluster_9
647103.0000000,573853.0000000,cluster_12
522993.0000000,595581.0000000,cluster_14
601187.0000000,531825.0000000,cluster_7
533799.0000000,564377.0000000,cluster_9
649034.0000000,528813.0000000,cluster_7
620975.0000000,564344.0000000,cluster_9
622407.0000000,583192.0000000,cluster_9
597026.0000000,642918.0000000,cluster_14
551291.0000000,576721.0000000,cluster_9
608768.0000000,610525.0000000,cluster_14
697959.0000000,614701.0000000,cluster_12
658281.0000000,582264.0000000,cluster_12
546632.0000000,599204.0000000,cluster_14
672565.0000000,564468.0000000,cluster_12
636500.0000000,587401.0000000,cluster_12
696144.0000000,548705.0000000,cluster_12
533551.0000000,582247.0000000,cluster_9
526802.0000000,551524.0000000,cluster_9
553038.0000000,606418.0000000,cluster_14
696601.0000000,603624.0000000,cluster_12
588964.0000000,597435.0000000,cluster_14
716139.0000000,621721.0000000,cluster_12
608529.0000000,586311.0000000,cluster_9
557378.0000000,567033.0000000,cluster_9
589994.0000000,610890.0000000,cluster_14
589344.0000000,563119.0000000,cluster_9
624415.0000000,515911.0000000,cluster_7
565483.0000000,551512.0000000,cluster_9
584895.0000000,574666.0000000,cluster_9
582777.0000000,542670.0000000,cluster_9
639394.0000000,576728.0000000,cluster_12
608298.0000000,573748.0000000,cluster_9
663578.0000000,586265.0000000,cluster_12
628080.0000000,562986.0000000,cluster_9
597421.0000000,554767.0000000,cluster_9
595193.0000000,576508.0000000,cluster_9
658103.0000000,572250.0000000,cluster_12
659529.0000000,498474.0000000,cluster_7
606415.0000000,581386.0000000,cluster_9
641976.0000000,577433.0000000,cluster_12
587466.0000000,564953.0000000,cluster_9
589180.0000000,595099.0000000,cluster_9
601885.0000000,573083.0000000,cluster_9
580561.0000000,528916.0000000,cluster_7
621726.0000000,578003.0000000,cluster_9
558817.0000000,576255.0000000,cluster_9
620213.0000000,574468.0000000,cluster_9
594010.0000000,570095.0000000,cluster_9
541976.0000000,512639.0000000,cluster_7
593840.0000000,578685.0000000,cluster_9
602667.0000000,575857.0000000,cluster_9
631446.0000000,561156.0000000,cluster_9
596481.0000000,567449.0000000,cluster_9
611318.0000000,581584.0000000,cluster_9
568546.0000000,564911.0000000,cluster_9
593865.0000000,572987.0000000,cluster_9
597017.0000000,575588.0000000,cluster_9
578804.0000000,573582.0000000,cluster_9
673750.0000000,594081.0000000,cluster_12
592714.0000000,553958.0000000,cluster_9
594029.0000000,586701.0000000,cluster_9
668502.0000000,563937.0000000,cluster_12
629533.0000000,537542.0000000,cluster_7
801539.0000000,318482.0000000,cluster_0
801667.0000000,318542.0000000,cluster_0
814045.0000000,332998.0000000,cluster_0
800479.0000000,321640.0000000,cluster_0
757470.0000000,224976.0000000,cluster_0
844536.0000000,424646.0000000,cluster_1
797105.0000000,316002.0000000,cluster_0
779956.0000000,271501.0000000,cluster_0
797205.0000000,313318.0000000,cluster_0
801323.0000000,316240.0000000,cluster_0
783666.0000000,262902.0000000,cluster_0
806131.0000000,312752.0000000,cluster_0
830658.0000000,368694.0000000,cluster_0
802482.0000000,335269.0000000,cluster_0
801910.0000000,325434.0000000,cluster_0
808062.0000000,337340.0000000,cluster_0
789833.0000000,304422.0000000,cluster_0
803603.0000000,327255.0000000,cluster_0
800865.0000000,312968.0000000,cluster_0
802237.0000000,318526.0000000,cluster_0
803959.0000000,315173.0000000,cluster_0
800123.0000000,312312.0000000,cluster_0
780927.0000000,285057.0000000,cluster_0
797242.0000000,324588.0000000,cluster_0
801551.0000000,320544.0000000,cluster_0
809182.0000000,319115.0000000,cluster_0
801931.0000000,317202.0000000,cluster_0
870801.0000000,476330.0000000,cluster_1
820327.0000000,352701.0000000,cluster_0
801093.0000000,317509.0000000,cluster_0
798523.0000000,324500.0000000,cluster_0
805237.0000000,318655.0000000,cluster_0
803375.0000000,311620.0000000,cluster_0
801441.0000000,323812.0000000,cluster_0
797313.0000000,317527.0000000,cluster_0
788220.0000000,301915.0000000,cluster_0
790395.0000000,300024.0000000,cluster_0
817135.0000000,349925.0000000,cluster_0
797787.0000000,301470.0000000,cluster_0
804630.0000000,332333.0000000,cluster_0
808710.0000000,330379.0000000,cluster_0
802111.0000000,320817.0000000,cluster_0
796375.0000000,309563.0000000,cluster_0
819768.0000000,346596.0000000,cluster_0
814605.0000000,354382.0000000,cluster_0
800565.0000000,319364.0000000,cluster_0
802089.0000000,313456.0000000,cluster_0
814401.0000000,341234.0000000,cluster_0
796609.0000000,319691.0000000,cluster_0
776131.0000000,248465.0000000,cluster_0
803464.0000000,329093.0000000,cluster_0
802646.0000000,317894.0000000,cluster_0
809550.0000000,327365.0000000,cluster_0
795322.0000000,311178.0000000,cluster_0
830450.0000000,393096.0000000,cluster_0
778414.0000000,260729.0000000,cluster_0
800041.0000000,318331.0000000,cluster_0
802814.0000000,320130.0000000,cluster_0
802738.0000000,312234.0000000,cluster_0
823913.0000000,369439.0000000,cluster_0
803386.0000000,318982.0000000,cluster_0
812869.0000000,346251.0000000,cluster_0
798904.0000000,324420.0000000,cluster_0
800447.0000000,331643.0000000,cluster_0
807446.0000000,342555.0000000,cluster_0
804251.0000000,329956.0000000,cluster_0
797594.0000000,302109.0000000,cluster_0
803448.0000000,314797.0000000,cluster_0
765502.0000000,240340.0000000,cluster_0
795527.0000000,315510.0000000,cluster_0
794640.0000000,313497.0000000,cluster_0
808717.0000000,335740.0000000,cluster_0
790932.0000000,305223.0000000,cluster_0
816852.0000000,352965.0000000,cluster_0
826228.0000000,376658.0000000,cluster_0
795299.0000000,312036.0000000,cluster_0
808686.0000000,332209.0000000,cluster_0
809594.0000000,344872.0000000,cluster_0
799275.0000000,324108.0000000,cluster_0
878184.0000000,487392.0000000,cluster_1
798472.0000000,322218.0000000,cluster_0
824822.0000000,367091.0000000,cluster_0
746769.0000000,205186.0000000,cluster_0
756701.0000000,207223.0000000,cluster_0
795489.0000000,287279.0000000,cluster_0
800483.0000000,320713.0000000,cluster_0
783491.0000000,288029.0000000,cluster_0
797162.0000000,306135.0000000,cluster_0
800272.0000000,316170.0000000,cluster_0
806827.0000000,324616.0000000,cluster_0
802853.0000000,314938.0000000,cluster_0
800804.0000000,316615.0000000,cluster_0
813173.0000000,354777.0000000,cluster_0
801588.0000000,319814.0000000,cluster_0
797400.0000000,315778.0000000,cluster_0
823840.0000000,368410.0000000,cluster_0
811391.0000000,343836.0000000,cluster_0
801055.0000000,321833.0000000,cluster_0
804038.0000000,306622.0000000,cluster_0
803780.0000000,334441.0000000,cluster_0
834173.0000000,386159.0000000,cluster_0
802784.0000000,313853.0000000,cluster_0
807293.0000000,347456.0000000,cluster_0
817119.0000000,336333.0000000,cluster_0
786635.0000000,269352.0000000,cluster_0
824624.0000000,381716.0000000,cluster_0
797415.0000000,319840.0000000,cluster_0
800772.0000000,325023.0000000,cluster_0
806626.0000000,318966.0000000,cluster_0
800845.0000000,311838.0000000,cluster_0
769386.0000000,259892.0000000,cluster_0
797272.0000000,324228.0000000,cluster_0
807409.0000000,325526.0000000,cluster_0
795836.0000000,291870.0000000,cluster_0
798321.0000000,319665.0000000,cluster_0
805372.0000000,313397.0000000,cluster_0
790738.0000000,308028.0000000,cluster_0
800667.0000000,315995.0000000,cluster_0
795205.0000000,316433.0000000,cluster_0
809054.0000000,345541.0000000,cluster_0
808452.0000000,320117.0000000,cluster_0
779897.0000000,279572.0000000,cluster_0
782642.0000000,275308.0000000,cluster_0
797569.0000000,321799.0000000,cluster_0
801751.0000000,318110.0000000,cluster_0
787644.0000000,297715.0000000,cluster_0
807401.0000000,314610.0000000,cluster_0
800677.0000000,310656.0000000,cluster_0
800394.0000000,301473.0000000,cluster_0
795571.0000000,310093.0000000,cluster_0
814158.0000000,335578.0000000,cluster_0
811913.0000000,325091.0000000,cluster_0
806982.0000000,316680.0000000,cluster_0
775604.0000000,274485.0000000,cluster_0
800133.0000000,327081.0000000,cluster_0
806511.0000000,313841.0000000,cluster_0
803796.0000000,314893.0000000,cluster_0
802012.0000000,318315.0000000,cluster_0
826789.0000000,377676.0000000,cluster_0
814108.0000000,344096.0000000,cluster_0
804354.0000000,309671.0000000,cluster_0
807017.0000000,330432.0000000,cluster_0
803774.0000000,334756.0000000,cluster_0
817410.0000000,346944.0000000,cluster_0
841928.0000000,398948.0000000,cluster_1
816145.0000000,349032.0000000,cluster_0
818622.0000000,370753.0000000,cluster_0
786245.0000000,292352.0000000,cluster_0
784164.0000000,285702.0000000,cluster_0
805390.0000000,319676.0000000,cluster_0
790774.0000000,303642.0000000,cluster_0
803277.0000000,319525.0000000,cluster_0
833182.0000000,379714.0000000,cluster_0
773023.0000000,251826.0000000,cluster_0
801609.0000000,320399.0000000,cluster_0
778965.0000000,282290.0000000,cluster_0
814317.0000000,333112.0000000,cluster_0
805080.0000000,323708.0000000,cluster_0
801080.0000000,318049.0000000,cluster_0
799724.0000000,318884.0000000,cluster_0
798059.0000000,316113.0000000,cluster_0
806176.0000000,320301.0000000,cluster_0
769876.0000000,257669.0000000,cluster_0
825716.0000000,373098.0000000,cluster_0
791983.0000000,298565.0000000,cluster_0
801386.0000000,313545.0000000,cluster_0
804871.0000000,317801.0000000,cluster_0
810903.0000000,332925.0000000,cluster_0
838276.0000000,395673.0000000,cluster_0
810543.0000000,341180.0000000,cluster_0
777978.0000000,252419.0000000,cluster_0
820258.0000000,351165.0000000,cluster_0
801997.0000000,319385.0000000,cluster_0
779437.0000000,281959.0000000,cluster_0
810253.0000000,323873.0000000,cluster_0
794826.0000000,309589.0000000,cluster_0
814280.0000000,344223.0000000,cluster_0
832651.0000000,373469.0000000,cluster_0
794142.0000000,306704.0000000,cluster_0
802041.0000000,319504.0000000,cluster_0
804190.0000000,320706.0000000,cluster_0
798983.0000000,325682.0000000,cluster_0
840462.0000000,402858.0000000,cluster_1
799912.0000000,323363.0000000,cluster_0
804119.0000000,328544.0000000,cluster_0
804358.0000000,320802.0000000,cluster_0
803057.0000000,331037.0000000,cluster_0
803031.0000000,325811.0000000,cluster_0
784151.0000000,283760.0000000,cluster_0
800444.0000000,311497.0000000,cluster_0
802004.0000000,317772.0000000,cluster_0
803470.0000000,319069.0000000,cluster_0
811277.0000000,335577.0000000,cluster_0
803332.0000000,315488.0000000,cluster_0
800037.0000000,317963.0000000,cluster_0
813436.0000000,360446.0000000,cluster_0
800694.0000000,316789.0000000,cluster_0
838129.0000000,404012.0000000,cluster_1
764997.0000000,249477.0000000,cluster_0
800316.0000000,311699.0000000,cluster_0
806848.0000000,320541.0000000,cluster_0
805462.0000000,317833.0000000,cluster_0
798308.0000000,312788.0000000,cluster_0
802655.0000000,316263.0000000,cluster_0
801456.0000000,320080.0000000,cluster_0
801309.0000000,318213.0000000,cluster_0
840886.0000000,397888.0000000,cluster_0
829529.0000000,375007.0000000,cluster_0
830805.0000000,370801.0000000,cluster_0
804979.0000000,334141.0000000,cluster_0
804013.0000000,316083.0000000,cluster_0
808489.0000000,317021.0000000,cluster_0
770113.0000000,241615.0000000,cluster_0
804332.0000000,319006.0000000,cluster_0
833661.0000000,389733.0000000,cluster_0
797834.0000000,297329.0000000,cluster_0
794956.0000000,309980.0000000,cluster_0
801232.0000000,307078.0000000,cluster_0
809552.0000000,342258.0000000,cluster_0
794615.0000000,305632.0000000,cluster_0
809259.0000000,345634.0000000,cluster_0
811502.0000000,355939.0000000,cluster_0
801301.0000000,316893.0000000,cluster_0
803370.0000000,318247.0000000,cluster_0
804702.0000000,315881.0000000,cluster_0
797009.0000000,293194.0000000,cluster_0
813791.0000000,334609.0000000,cluster_0
812965.0000000,330224.0000000,cluster_0
826048.0000000,374236.0000000,cluster_0
800959.0000000,322309.0000000,cluster_0
803405.0000000,317316.0000000,cluster_0
802254.0000000,320673.0000000,cluster_0
783116.0000000,265635.0000000,cluster_0
798633.0000000,317300.0000000,cluster_0
801482.0000000,327644.0000000,cluster_0
798612.0000000,326404.0000000,cluster_0
799001.0000000,302014.0000000,cluster_0
802537.0000000,312497.0000000,cluster_0
799794.0000000,315080.0000000,cluster_0
793892.0000000,313943.0000000,cluster_0
804691.0000000,332987.0000000,cluster_0
793855.0000000,298525.0000000,cluster_0
796952.0000000,318633.0000000,cluster_0
800655.0000000,320227.0000000,cluster_0
801780.0000000,318992.0000000,cluster_0
805977.0000000,320805.0000000,cluster_0
796916.0000000,323332.0000000,cluster_0
820904.0000000,351763.0000000,cluster_0
808405.0000000,318841.0000000,cluster_0
765283.0000000,249459.0000000,cluster_0
824212.0000000,363776.0000000,cluster_0
798981.0000000,311092.0000000,cluster_0
797178.0000000,310439.0000000,cluster_0
800582.0000000,316980.0000000,cluster_0
803839.0000000,310353.0000000,cluster_0
796283.0000000,315582.0000000,cluster_0
801145.0000000,317601.0000000,cluster_0
801662.0000000,318423.0000000,cluster_0
801782.0000000,318281.0000000,cluster_0
803377.0000000,319212.0000000,cluster_0
803932.0000000,318781.0000000,cluster_0
806192.0000000,337849.0000000,cluster_0
789583.0000000,287700.0000000,cluster_0
801586.0000000,318947.0000000,cluster_0
804251.0000000,331304.0000000,cluster_0
799667.0000000,316830.0000000,cluster_0
759789.0000000,229116.0000000,cluster_0
799021.0000000,326404.0000000,cluster_0
793684.0000000,312065.0000000,cluster_0
806320.0000000,315242.0000000,cluster_0
786234.0000000,267976.0000000,cluster_0
821151.0000000,366545.0000000,cluster_0
801903.0000000,312794.0000000,cluster_0
782506.0000000,279930.0000000,cluster_0
803627.0000000,319323.0000000,cluster_0
794991.0000000,291216.0000000,cluster_0
794667.0000000,315069.0000000,cluster_0
799291.0000000,317500.0000000,cluster_0
798243.0000000,324160.0000000,cluster_0
804408.0000000,337683.0000000,cluster_0
818119.0000000,348676.0000000,cluster_0
810502.0000000,336169.0000000,cluster_0
793560.0000000,285392.0000000,cluster_0
801326.0000000,315779.0000000,cluster_0
808644.0000000,326320.0000000,cluster_0
813645.0000000,328765.0000000,cluster_0
800966.0000000,317165.0000000,cluster_0
797111.0000000,302781.0000000,cluster_0
802431.0000000,322048.0000000,cluster_0
811061.0000000,333595.0000000,cluster_0
786719.0000000,283364.0000000,cluster_0
773955.0000000,239849.0000000,cluster_0
803701.0000000,321815.0000000,cluster_0
783110.0000000,289805.0000000,cluster_0
800235.0000000,316652.0000000,cluster_0
807421.0000000,317527.0000000,cluster_0
797947.0000000,319734.0000000,cluster_0
805035.0000000,317469.0000000,cluster_0
801166.0000000,322298.0000000,cluster_0
846693.0000000,429031.0000000,cluster_1
801493.0000000,322249.0000000,cluster_0
806087.0000000,326636.0000000,cluster_0
810657.0000000,329468.0000000,cluster_0
801313.0000000,300606.0000000,cluster_0
800390.0000000,309948.0000000,cluster_0
801634.0000000,318965.0000000,cluster_0
799197.0000000,314215.0000000,cluster_0
795254.0000000,296488.0000000,cluster_0
807696.0000000,320548.0000000,cluster_0
800461.0000000,326821.0000000,cluster_0
801174.0000000,320442.0000000,cluster_0
809781.0000000,326904.0000000,cluster_0
826585.0000000,366934.0000000,cluster_0
804429.0000000,312164.0000000,cluster_0
788005.0000000,292268.0000000,cluster_0
801183.0000000,316191.0000000,cluster_0
378274.0000000,816341.0000000,cluster_2
406233.0000000,813072.0000000,cluster_2
401478.0000000,785370.0000000,cluster_2
448651.0000000,847994.0000000,cluster_2
434440.0000000,822866.0000000,cluster_2
369199.0000000,734895.0000000,cluster_2
413241.0000000,771595.0000000,cluster_2
369418.0000000,733394.0000000,cluster_2
378563.0000000,789670.0000000,cluster_2
424190.0000000,780052.0000000,cluster_2
415993.0000000,776671.0000000,cluster_2
421352.0000000,799127.0000000,cluster_2
432656.0000000,783776.0000000,cluster_2
383032.0000000,788008.0000000,cluster_2
414377.0000000,771258.0000000,cluster_2
425260.0000000,773661.0000000,cluster_2
469139.0000000,810971.0000000,cluster_2
442979.0000000,803024.0000000,cluster_2
347079.0000000,803582.0000000,cluster_2
412797.0000000,803180.0000000,cluster_2
352874.0000000,807952.0000000,cluster_2
442286.0000000,755194.0000000,cluster_2
416433.0000000,786159.0000000,cluster_2
419700.0000000,793447.0000000,cluster_2
422961.0000000,821595.0000000,cluster_2
400008.0000000,789447.0000000,cluster_2
429586.0000000,775621.0000000,cluster_2
457561.0000000,788245.0000000,cluster_2
415417.0000000,785827.0000000,cluster_2
389552.0000000,750700.0000000,cluster_2
415598.0000000,786499.0000000,cluster_2
443447.0000000,783977.0000000,cluster_2
404792.0000000,749210.0000000,cluster_2
389392.0000000,730768.0000000,cluster_2
473485.0000000,847098.0000000,cluster_2
491614.0000000,778997.0000000,cluster_2
437483.0000000,785130.0000000,cluster_2
452570.0000000,848127.0000000,cluster_2
417197.0000000,778243.0000000,cluster_2
405986.0000000,787439.0000000,cluster_2
437568.0000000,794323.0000000,cluster_2
420319.0000000,794333.0000000,cluster_2
418963.0000000,746595.0000000,cluster_2
469422.0000000,822619.0000000,cluster_2
397688.0000000,762902.0000000,cluster_2
418149.0000000,790096.0000000,cluster_2
407289.0000000,798870.0000000,cluster_2
360319.0000000,778673.0000000,cluster_2
473799.0000000,795167.0000000,cluster_2
445199.0000000,763833.0000000,cluster_2
446537.0000000,828924.0000000,cluster_2
410019.0000000,732704.0000000,cluster_2
396540.0000000,815936.0000000,cluster_2
407694.0000000,718592.0000000,cluster_2
417091.0000000,792545.0000000,cluster_2
442260.0000000,754050.0000000,cluster_2
411526.0000000,784658.0000000,cluster_2
407814.0000000,765816.0000000,cluster_2
394022.0000000,803914.0000000,cluster_2
481133.0000000,781413.0000000,cluster_2
396118.0000000,794614.0000000,cluster_2
458538.0000000,786673.0000000,cluster_2
419721.0000000,789724.0000000,cluster_2
424476.0000000,781552.0000000,cluster_2
377720.0000000,727349.0000000,cluster_2
448336.0000000,789445.0000000,cluster_2
412227.0000000,787450.0000000,cluster_2
408745.0000000,824896.0000000,cluster_2
417016.0000000,774869.0000000,cluster_2
395274.0000000,786698.0000000,cluster_2
412541.0000000,806622.0000000,cluster_2
412109.0000000,735920.0000000,cluster_2
407023.0000000,787385.0000000,cluster_2
376660.0000000,815936.0000000,cluster_2
396548.0000000,784388.0000000,cluster_2
508535.0000000,830710.0000000,cluster_2
414014.0000000,816460.0000000,cluster_2
440782.0000000,782395.0000000,cluster_2
436951.0000000,814456.0000000,cluster_2
393758.0000000,750953.0000000,cluster_2
418410.0000000,795929.0000000,cluster_2
425991.0000000,787029.0000000,cluster_2
